code_insee,code_postal,code_departement,code_region,nom_commune,nom_commune_complet,nom_departement,nom_region,latitude,longitude,population,superficie_km2
11340,11170,11,76,STE EULALIE,STE EULALIE,Aude,Occitanie,,,,
11341,11500,11,76,ST FERRIOL,ST FERRIOL,Aude,Occitanie,,,,
11342,11800,11,76,ST FRICHOUX,ST FRICHOUX,Aude,Occitanie,,,,
11343,11270,11,76,ST GAUDERIC,ST GAUDERIC,Aude,Occitanie,,,,
11344,11250,11,76,ST HILAIRE,ST HILAIRE,Aude,Occitanie,,,,
11345,11360,11,76,ST JEAN DE BARROU,ST JEAN DE BARROU,Aude,Occitanie,,,,
11346,11260,11,76,ST JEAN DE PARACOL,ST JEAN DE PARACOL,Aude,Occitanie,,,,
11347,11500,11,76,ST JULIA DE BEC,ST JULIA DE BEC,Aude,Occitanie,,,,
11348,11270,11,76,ST JULIEN DE BRIOLA,ST JULIEN DE BRIOLA,Aude,Occitanie,,,,
11350,11500,11,76,ST JUST ET LE BEZU,ST JUST ET LE BEZU,Aude,Occitanie,,,,
11351,11220,11,76,ST LAURENT DE LA CABRERISSE,ST LAURENT DE LA CABRERISSE,Aude,Occitanie,,,,
11352,11500,11,76,ST LOUIS ET PARAHOU,ST LOUIS ET PARAHOU,Aude,Occitanie,,,,
11353,11120,11,76,ST MARCEL SUR AUDE,ST MARCEL SUR AUDE,Aude,Occitanie,,,,
11354,11220,11,76,ST MARTIN DES PUITS,ST MARTIN DES PUITS,Aude,Occitanie,,,,
11355,11300,11,76,ST MARTIN DE VILLEREGLAN,ST MARTIN DE VILLEREGLAN,Aude,Occitanie,,,,
11356,11400,11,76,ST MARTIN LALANDE,ST MARTIN LALANDE,Aude,Occitanie,,,,
11357,11170,11,76,ST MARTIN LE VIEIL,ST MARTIN LE VIEIL,Aude,Occitanie,,,,
11358,11500,11,76,ST MARTIN LYS,ST MARTIN LYS,Aude,Occitanie,,,,
11359,11410,11,76,ST MICHEL DE LANES,ST MICHEL DE LANES,Aude,Occitanie,,,,
11360,11120,11,76,ST NAZAIRE D AUDE,ST NAZAIRE D AUDE,Aude,Occitanie,,,,
11361,11400,11,76,ST PAPOUL,ST PAPOUL,Aude,Occitanie,,,,
11362,11320,11,76,ST PAULET,ST PAULET,Aude,Occitanie,,,,
11363,11220,11,76,ST PIERRE DES CHAMPS,ST PIERRE DES CHAMPS,Aude,Occitanie,,,,
11364,11300,11,76,ST POLYCARPE,ST POLYCARPE,Aude,Occitanie,,,,
11365,11420,11,76,ST SERNIN,ST SERNIN,Aude,Occitanie,,,,
11366,11120,11,76,STE VALIERE,STE VALIERE,Aude,Occitanie,,,,
11367,11310,11,76,SAISSAC,SAISSAC,Aude,Occitanie,,,,
11368,11600,11,76,SALLELES CABARDES,SALLELES CABARDES,Aude,Occitanie,,,,
11369,11590,11,76,SALLELES D AUDE,SALLELES D AUDE,Aude,Occitanie,,,,
11370,11110,11,76,SALLES D AUDE,SALLES D AUDE,Aude,Occitanie,,,,
11371,11410,11,76,SALLES SUR L HERS,SALLES SUR L HERS,Aude,Occitanie,,,,
11372,11600,11,76,SALSIGNE,SALSIGNE,Aude,Occitanie,,,,
11373,11140,11,76,SALVEZINES,SALVEZINES,Aude,Occitanie,,,,
11374,11330,11,76,SALZA,SALZA,Aude,Occitanie,,,,
11375,11240,11,76,SEIGNALENS,SEIGNALENS,Aude,Occitanie,,,,
11376,11190,11,76,LA SERPENT,LA SERPENT,Aude,Occitanie,,,,
11377,11190,11,76,SERRES,SERRES,Aude,Occitanie,,,,
11378,11220,11,76,SERVIES EN VAL,SERVIES EN VAL,Aude,Occitanie,,,,
11379,11130,11,76,SIGEAN,SIGEAN,Aude,Occitanie,,,,
11380,11230,11,76,SONNAC SUR L HERS,SONNAC SUR L HERS,Aude,Occitanie,,,,
11381,11190,11,76,SOUGRAIGNE,SOUGRAIGNE,Aude,Occitanie,,,,
11382,11400,11,76,SOUILHANELS,SOUILHANELS,Aude,Occitanie,,,,
11383,11400,11,76,SOUILHE,SOUILHE,Aude,Occitanie,,,,
11384,11330,11,76,SOULATGE,SOULATGE,Aude,Occitanie,,,,
11385,11320,11,76,SOUPEX,SOUPEX,Aude,Occitanie,,,,
11386,11220,11,76,TALAIRAN,TALAIRAN,Aude,Occitanie,,,,
11387,11220,11,76,TAURIZE,TAURIZE,Aude,Occitanie,,,,
11388,11330,11,76,TERMES,TERMES,Aude,Occitanie,,,,
11389,11580,11,76,TERROLES,TERROLES,Aude,Occitanie,,,,
11390,11200,11,76,THEZAN DES CORBIERES,THEZAN DES CORBIERES,Aude,Occitanie,,,,
11391,11380,11,76,LA TOURETTE CABARDES,LA TOURETTE CABARDES,Aude,Occitanie,,,,
11392,11220,11,76,TOURNISSAN,TOURNISSAN,Aude,Occitanie,,,,
11393,11200,11,76,TOUROUZELLE,TOUROUZELLE,Aude,Occitanie,,,,
11394,11300,11,76,TOURREILLES,TOURREILLES,Aude,Occitanie,,,,
11395,11160,11,76,TRASSANEL,TRASSANEL,Aude,Occitanie,,,,
11396,11160,11,76,TRAUSSE,TRAUSSE,Aude,Occitanie,,,,
11397,11800,11,76,TREBES,TREBES,Aude,Occitanie,,,,
11398,11510,11,76,TREILLES,TREILLES,Aude,Occitanie,,,,
11399,11400,11,76,TREVILLE,TREVILLE,Aude,Occitanie,,,,
11400,11230,11,76,TREZIERS,TREZIERS,Aude,Occitanie,,,,
11401,11350,11,76,TUCHAN,TUCHAN,Aude,Occitanie,,,,
11402,11580,11,76,VALMIGERE,VALMIGERE,Aude,Occitanie,,,,
11404,11610,11,76,VENTENAC CABARDES,VENTENAC CABARDES,Aude,Occitanie,,,,
11405,11120,11,76,VENTENAC EN MINERVOIS,VENTENAC EN MINERVOIS,Aude,Occitanie,,,,
11406,11580,11,76,VERAZA,VERAZA,Aude,Occitanie,,,,
11407,11400,11,76,VERDUN EN LAURAGAIS,VERDUN EN LAURAGAIS,Aude,Occitanie,,,,
11408,11250,11,76,VERZEILLE,VERZEILLE,Aude,Occitanie,,,,
11409,11330,11,76,VIGNEVIEILLE,VIGNEVIEILLE,Aude,Occitanie,,,,
11410,11600,11,76,VILLALIER,VILLALIER,Aude,Occitanie,,,,
11411,11600,11,76,VILLANIERE,VILLANIERE,Aude,Occitanie,,,,
11412,11580,11,76,VILLARDEBELLE,VILLARDEBELLE,Aude,Occitanie,,,,
11413,11600,11,76,VILLARDONNEL,VILLARDONNEL,Aude,Occitanie,,,,
11414,11220,11,76,VILLAR EN VAL,VILLAR EN VAL,Aude,Occitanie,,,,
11415,11250,11,76,VILLAR ST ANSELME,VILLAR ST ANSELME,Aude,Occitanie,,,,
11416,11600,11,76,VILLARZEL CABARDES,VILLARZEL CABARDES,Aude,Occitanie,,,,
11417,11300,11,76,VILLARZEL DU RAZES,VILLARZEL DU RAZES,Aude,Occitanie,,,,
11418,11150,11,76,VILLASAVARY,VILLASAVARY,Aude,Occitanie,,,,
11419,11420,11,76,VILLAUTOU,VILLAUTOU,Aude,Occitanie,,,,
11420,11250,11,76,VILLEBAZY,VILLEBAZY,Aude,Occitanie,,,,
11421,11200,11,76,VILLEDAIGNE,VILLEDAIGNE,Aude,Occitanie,,,,
11422,11800,11,76,VILLEDUBERT,VILLEDUBERT,Aude,Occitanie,,,,
11423,11570,11,76,VILLEFLOURE,VILLEFLOURE,Aude,Occitanie,,,,
11424,11230,11,76,VILLEFORT,VILLEFORT,Aude,Occitanie,,,,
11425,11600,11,76,VILLEGAILHENC,VILLEGAILHENC,Aude,Occitanie,,,,
11426,11600,11,76,VILLEGLY,VILLEGLY,Aude,Occitanie,,,,
11427,11300,11,76,VILLELONGUE D AUDE,VILLELONGUE D AUDE,Aude,Occitanie,,,,
11428,11310,11,76,VILLEMAGNE,VILLEMAGNE,Aude,Occitanie,,,,
11429,11620,11,76,VILLEMOUSTAUSSOU,VILLEMOUSTAUSSOU,Aude,Occitanie,,,,
11430,11400,11,76,VILLENEUVE LA COMPTAL,VILLENEUVE LA COMPTAL,Aude,Occitanie,,,,
11431,11360,11,76,VILLENEUVE LES CORBIERES,VILLENEUVE LES CORBIERES,Aude,Occitanie,,,,
11432,11290,11,76,VILLENEUVE LES MONTREAL,VILLENEUVE LES MONTREAL,Aude,Occitanie,,,,
11433,11160,11,76,VILLENEUVE MINERVOIS,VILLENEUVE MINERVOIS,Aude,Occitanie,,,,
11434,11150,11,76,VILLEPINTE,VILLEPINTE,Aude,Occitanie,,,,
11435,11330,11,76,VILLEROUGE TERMENES,VILLEROUGE TERMENES,Aude,Occitanie,,,,
11436,11360,11,76,VILLESEQUE DES CORBIERES,VILLESEQUE DES CORBIERES,Aude,Occitanie,,,,
11437,11170,11,76,VILLESEQUELANDE,VILLESEQUELANDE,Aude,Occitanie,,,,
11438,11150,11,76,VILLESISCLE,VILLESISCLE,Aude,Occitanie,,,,
11439,11170,11,76,VILLESPY,VILLESPY,Aude,Occitanie,,,,
11440,11220,11,76,VILLETRITOULS,VILLETRITOULS,Aude,Occitanie,,,,
11441,11110,11,76,VINASSAN,VINASSAN,Aude,Occitanie,,,,
12001,12630,12,76,AGEN D AVEYRON,AGEN D AVEYRON,Aveyron,Occitanie,,,,
12002,12520,12,76,AGUESSAC,AGUESSAC,Aveyron,Occitanie,,,,
12003,12220,12,76,LES ALBRES,LES ALBRES,Aveyron,Occitanie,,,,
12004,12300,12,76,ALMONT LES JUNIES,ALMONT LES JUNIES,Aveyron,Occitanie,,,,
12006,12430,12,76,ALRANCE,ALRANCE,Aveyron,Occitanie,,,,
12007,12260,12,76,AMBEYRAC,AMBEYRAC,Aveyron,Occitanie,,,,
12008,12390,12,76,ANGLARS ST FELIX,ANGLARS ST FELIX,Aveyron,Occitanie,,,,
12009,12360,12,76,ARNAC SUR DOURDOU,ARNAC SUR DOURDOU,Aveyron,Occitanie,,,,
12010,12290,12,76,ARQUES,ARQUES,Aveyron,Occitanie,,,,
12011,12120,12,76,ARVIEU,ARVIEU,Aveyron,Occitanie,,,,
12012,12700,12,76,ASPRIERES,ASPRIERES,Aveyron,Occitanie,,,,
12013,12110,12,76,AUBIN,AUBIN,Aveyron,Occitanie,,,,
12015,12120,12,76,AURIAC LAGAST,AURIAC LAGAST,Aveyron,Occitanie,,,,
12016,12390,12,76,AUZITS,AUZITS,Aveyron,Occitanie,,,,
12017,12430,12,76,AYSSENES,AYSSENES,Aveyron,Occitanie,,,,
12018,12260,12,76,BALAGUIER D OLT,BALAGUIER D OLT,Aveyron,Occitanie,,,,
12019,12380,12,76,BALAGUIER SUR RANCE,BALAGUIER SUR RANCE,Aveyron,Occitanie,,,,
12021,12200,12,76,LE BAS SEGALA,LE BAS SEGALA,Aveyron,Occitanie,,,,
12021,12240,12,76,LE BAS SEGALA,LE BAS SEGALA,Aveyron,Occitanie,,,,
12022,12490,12,76,LA BASTIDE PRADINES,LA BASTIDE PRADINES,Aveyron,Occitanie,,,,
12023,12550,12,76,LA BASTIDE SOLAGES,LA BASTIDE SOLAGES,Aveyron,Occitanie,,,,
12024,12390,12,76,BELCASTEL,BELCASTEL,Aveyron,Occitanie,,,,
12025,12370,12,76,BELMONT SUR RANCE,BELMONT SUR RANCE,Aveyron,Occitanie,,,,
12026,12310,12,76,BERTHOLENE,BERTHOLENE,Aveyron,Occitanie,,,,
12027,12500,12,76,BESSUEJOULS,BESSUEJOULS,Aveyron,Occitanie,,,,
12028,12300,12,76,BOISSE PENCHOT,BOISSE PENCHOT,Aveyron,Occitanie,,,,
12029,12270,12,76,BOR ET BAR,BOR ET BAR,Aveyron,Occitanie,,,,
12030,12300,12,76,BOUILLAC,BOUILLAC,Aveyron,Occitanie,,,,
12031,12390,12,76,BOURNAZEL,BOURNAZEL,Aveyron,Occitanie,,,,
12032,12160,12,76,BOUSSAC,BOUSSAC,Aveyron,Occitanie,,,,
12033,12340,12,76,BOZOULS,BOZOULS,Aveyron,Occitanie,,,,
12034,12350,12,76,BRANDONNET,BRANDONNET,Aveyron,Occitanie,,,,
12035,12550,12,76,BRASC,BRASC,Aveyron,Occitanie,,,,
12036,12600,12,76,BROMMAT,BROMMAT,Aveyron,Occitanie,,,,
12037,12480,12,76,BROQUIES,BROQUIES,Aveyron,Occitanie,,,,
12038,12480,12,76,BROUSSE LE CHATEAU,BROUSSE LE CHATEAU,Aveyron,Occitanie,,,,
12039,12360,12,76,BRUSQUE,BRUSQUE,Aveyron,Occitanie,,,,
12041,12800,12,76,CABANES,CABANES,Aveyron,Occitanie,,,,
12042,12400,12,76,CALMELS ET LE VIALA,CALMELS ET LE VIALA,Aveyron,Occitanie,,,,
12043,12450,12,76,CALMONT,CALMONT,Aveyron,Occitanie,,,,
12044,12360,12,76,CAMARES,CAMARES,Aveyron,Occitanie,,,,
12045,12160,12,76,CAMBOULAZET,CAMBOULAZET,Aveyron,Occitanie,,,,
12046,12800,12,76,CAMJAC,CAMJAC,Aveyron,Occitanie,,,,
12047,12560,12,76,CAMPAGNAC,CAMPAGNAC,Aveyron,Occitanie,,,,
12048,12140,12,76,CAMPOURIEZ,CAMPOURIEZ,Aveyron,Occitanie,,,,
12048,12460,12,76,CAMPOURIEZ,CAMPOURIEZ,Aveyron,Occitanie,,,,
12049,12580,12,76,CAMPUAC,CAMPUAC,Aveyron,Occitanie,,,,
12050,12290,12,76,CANET DE SALARS,CANET DE SALARS,Aveyron,Occitanie,,,,
12051,12420,12,76,CANTOIN,CANTOIN,Aveyron,Occitanie,,,,
12052,12700,12,76,CAPDENAC GARE,CAPDENAC GARE,Aveyron,Occitanie,,,,
12053,12260,12,76,LA CAPELLE BALAGUIER,LA CAPELLE BALAGUIER,Aveyron,Occitanie,,,,
12054,12240,12,76,LA CAPELLE BLEYS,LA CAPELLE BLEYS,Aveyron,Occitanie,,,,
12055,12130,12,76,LA CAPELLE BONANCE,LA CAPELLE BONANCE,Aveyron,Occitanie,,,,
12056,12160,12,76,BARAQUEVILLE,BARAQUEVILLE,Aveyron,Occitanie,,,,
12057,12120,12,76,CASSAGNES BEGONHES,CASSAGNES BEGONHES,Aveyron,Occitanie,,,,
12058,12210,12,76,CASSUEJOULS,CASSUEJOULS,Aveyron,Occitanie,,,,
12059,12240,12,76,CASTANET,CASTANET,Aveyron,Occitanie,,,,
12060,12800,12,76,CASTELMARY,CASTELMARY,Aveyron,Occitanie,,,,
12061,12500,12,76,CASTELNAU DE MANDAILLES,CASTELNAU DE MANDAILLES,Aveyron,Occitanie,,,,
12062,12620,12,76,CASTELNAU PEGAYROLS,CASTELNAU PEGAYROLS,Aveyron,Occitanie,,,,
12063,12230,12,76,LA CAVALERIE,LA CAVALERIE,Aveyron,Occitanie,,,,
12064,12500,12,76,LE CAYROL,LE CAYROL,Aveyron,Occitanie,,,,
12065,12120,12,76,CENTRES,CENTRES,Aveyron,Occitanie,,,,
12066,12330,12,76,CLAIRVAUX D AVEYRON,CLAIRVAUX D AVEYRON,Aveyron,Occitanie,,,,
12067,12540,12,76,LE CLAPIER,LE CLAPIER,Aveyron,Occitanie,,,,
12068,12240,12,76,COLOMBIES,COLOMBIES,Aveyron,Occitanie,,,,
12069,12370,12,76,COMBRET,COMBRET,Aveyron,Occitanie,,,,
12070,12520,12,76,COMPEYRE,COMPEYRE,Aveyron,Occitanie,,,,
12071,12350,12,76,COMPOLIBAT,COMPOLIBAT,Aveyron,Occitanie,,,,
12072,12100,12,76,COMPREGNAC,COMPREGNAC,Aveyron,Occitanie,,,,
12073,12120,12,76,COMPS LA GRAND VILLE,COMPS LA GRAND VILLE,Aveyron,Occitanie,,,,
12074,12470,12,76,CONDOM D AUBRAC,CONDOM D AUBRAC,Aveyron,Occitanie,,,,
12075,12170,12,76,CONNAC,CONNAC,Aveyron,Occitanie,,,,
12077,12540,12,76,CORNUS,CORNUS,Aveyron,Occitanie,,,,
12078,12400,12,76,LES COSTES GOZON,LES COSTES GOZON,Aveyron,Occitanie,,,,
12079,12190,12,76,COUBISOU,COUBISOU,Aveyron,Occitanie,,,,
12080,12550,12,76,COUPIAC,COUPIAC,Aveyron,Occitanie,,,,
12082,12230,12,76,LA COUVERTOIRADE,LA COUVERTOIRADE,Aveyron,Occitanie,,,,
12083,12110,12,76,CRANSAC LES THERMES,CRANSAC LES THERMES,Aveyron,Occitanie,,,,
12084,12100,12,76,CREISSELS,CREISSELS,Aveyron,Occitanie,,,,
12085,12800,12,76,CRESPIN,CRESPIN,Aveyron,Occitanie,,,,
12086,12640,12,76,LA CRESSE,LA CRESSE,Aveyron,Occitanie,,,,
12088,12210,12,76,CURIERES,CURIERES,Aveyron,Occitanie,,,,
12089,12300,12,76,DECAZEVILLE,DECAZEVILLE,Aveyron,Occitanie,,,,
12090,12000,12,76,DRUELLE BALSAC,DRUELLE BALSAC,Aveyron,Occitanie,,,,
12090,12510,12,76,DRUELLE BALSAC,DRUELLE BALSAC,Aveyron,Occitanie,,,,
12091,12350,12,76,DRULHE,DRULHE,Aveyron,Occitanie,,,,
12092,12170,12,76,DURENQUE,DURENQUE,Aveyron,Occitanie,,,,
12093,12140,12,76,LE FEL,LE FEL,Aveyron,Occitanie,,,,
12094,12140,12,76,ENTRAYGUES SUR TRUYERE,ENTRAYGUES SUR TRUYERE,Aveyron,Occitanie,,,,
12095,12390,12,76,ESCANDOLIERES,ESCANDOLIERES,Aveyron,Occitanie,,,,
12096,12500,12,76,ESPALION,ESPALION,Aveyron,Occitanie,,,,
12097,12140,12,76,ESPEYRAC,ESPEYRAC,Aveyron,Occitanie,,,,
12098,12190,12,76,ESTAING,ESTAING,Aveyron,Occitanie,,,,
12099,12360,12,76,FAYET,FAYET,Aveyron,Occitanie,,,,
12100,12300,12,76,FIRMI,FIRMI,Aveyron,Occitanie,,,,
12101,12300,12,76,FLAGNAC,FLAGNAC,Aveyron,Occitanie,,,,
12102,12450,12,76,FLAVIN,FLAVIN,Aveyron,Occitanie,,,,
12103,12140,12,76,FLORENTIN LA CAPELLE,FLORENTIN LA CAPELLE,Aveyron,Occitanie,,,,
12104,12260,12,76,FOISSAC,FOISSAC,Aveyron,Occitanie,,,,
12105,12270,12,76,LA FOUILLADE,LA FOUILLADE,Aveyron,Occitanie,,,,
12106,12340,12,76,GABRIAC,GABRIAC,Aveyron,Occitanie,,,,
12107,12310,12,76,GAILLAC D AVEYRON,GAILLAC D AVEYRON,Aveyron,Occitanie,,,,
12108,12220,12,76,GALGAN,GALGAN,Aveyron,Occitanie,,,,
12109,12360,12,76,GISSAC,GISSAC,Aveyron,Occitanie,,,,
12110,12140,12,76,GOLINHAC,GOLINHAC,Aveyron,Occitanie,,,,
12111,12390,12,76,GOUTRENS,GOUTRENS,Aveyron,Occitanie,,,,
12113,12160,12,76,GRAMOND,GRAMOND,Aveyron,Occitanie,,,,
12115,12230,12,76,L HOSPITALET DU LARZAC,L HOSPITALET DU LARZAC,Aveyron,Occitanie,,,,
12116,12460,12,76,HUPARLAC,HUPARLAC,Aveyron,Occitanie,,,,
12118,12600,12,76,LACROIX BARREZ,LACROIX BARREZ,Aveyron,Occitanie,,,,
12119,12210,12,76,LAGUIOLE,LAGUIOLE,Aveyron,Occitanie,,,,
12120,12310,12,76,LAISSAC SEVERAC L EGLISE,LAISSAC SEVERAC L EGLISE,Aveyron,Occitanie,,,,
12121,12350,12,76,LANUEJOULS,LANUEJOULS,Aveyron,Occitanie,,,,
12122,12230,12,76,LAPANOUSE DE CERNON,LAPANOUSE DE CERNON,Aveyron,Occitanie,,,,
12124,12500,12,76,LASSOUTS,LASSOUTS,Aveyron,Occitanie,,,,
12125,12380,12,76,LAVAL ROQUECEZIERE,LAVAL ROQUECEZIERE,Aveyron,Occitanie,,,,
12127,12170,12,76,LEDERGUES,LEDERGUES,Aveyron,Occitanie,,,,
12128,12440,12,76,LESCURE JAOUL,LESCURE JAOUL,Aveyron,Occitanie,,,,
12129,12430,12,76,LESTRADE ET THOUELS,LESTRADE ET THOUELS,Aveyron,Occitanie,,,,
12130,12300,12,76,LIVINHAC LE HAUT,LIVINHAC LE HAUT,Aveyron,Occitanie,,,,
12131,12740,12,76,LA LOUBIERE,LA LOUBIERE,Aveyron,Occitanie,,,,
12133,12450,12,76,LUC LA PRIMAUBE,LUC LA PRIMAUBE,Aveyron,Occitanie,,,,
12134,12220,12,76,LUGAN,LUGAN,Aveyron,Occitanie,,,,
12135,12270,12,76,LUNAC,LUNAC,Aveyron,Occitanie,,,,
12136,12350,12,76,MALEVILLE,MALEVILLE,Aveyron,Occitanie,,,,
12137,12160,12,76,MANHAC,MANHAC,Aveyron,Occitanie,,,,
12138,12330,12,76,MARCILLAC VALLON,MARCILLAC VALLON,Aveyron,Occitanie,,,,
12139,12540,12,76,MARNHAGUES ET LATOUR,MARNHAGUES ET LATOUR,Aveyron,Occitanie,,,,
12140,12200,12,76,MARTIEL,MARTIEL,Aveyron,Occitanie,,,,
12141,12550,12,76,MARTRIN,MARTRIN,Aveyron,Occitanie,,,,
12142,12390,12,76,MAYRAN,MAYRAN,Aveyron,Occitanie,,,,
12143,12360,12,76,MELAGUES,MELAGUES,Aveyron,Occitanie,,,,
12144,12120,12,76,MELJAC,MELJAC,Aveyron,Occitanie,,,,
12145,12100,12,76,MILLAU,MILLAU,Aveyron,Occitanie,,,,
12146,12000,12,76,LE MONASTERE,LE MONASTERE,Aveyron,Occitanie,,,,
12147,12360,12,76,MONTAGNOL,MONTAGNOL,Aveyron,Occitanie,,,,
12148,12220,12,76,MONTBAZENS,MONTBAZENS,Aveyron,Occitanie,,,,
12149,12550,12,76,MONTCLAR,MONTCLAR,Aveyron,Occitanie,,,,
12150,12200,12,76,MONTEILS,MONTEILS,Aveyron,Occitanie,,,,
12151,12460,12,76,MONTEZIC,MONTEZIC,Aveyron,Occitanie,,,,
12152,12380,12,76,MONTFRANC,MONTFRANC,Aveyron,Occitanie,,,,
12153,12490,12,76,MONTJAUX,MONTJAUX,Aveyron,Occitanie,,,,
12154,12400,12,76,MONTLAUR,MONTLAUR,Aveyron,Occitanie,,,,
12155,12540,12,76,FONDAMENTE,FONDAMENTE,Aveyron,Occitanie,,,,
12156,12210,12,76,MONTPEYROUX,MONTPEYROUX,Aveyron,Occitanie,,,,
12157,12630,12,76,MONTROZIER,MONTROZIER,Aveyron,Occitanie,,,,
12158,12260,12,76,MONTSALES,MONTSALES,Aveyron,Occitanie,,,,
12159,12200,12,76,MORLHON LE HAUT,MORLHON LE HAUT,Aveyron,Occitanie,,,,
12160,12720,12,76,MOSTUEJOULS,MOSTUEJOULS,Aveyron,Occitanie,,,,
12161,12330,12,76,MOURET,MOURET,Aveyron,Occitanie,,,,
12162,12160,12,76,MOYRAZES,MOYRAZES,Aveyron,Occitanie,,,,
12163,12370,12,76,MURASSON,MURASSON,Aveyron,Occitanie,,,,
12164,12600,12,76,MUR DE BARREZ,MUR DE BARREZ,Aveyron,Occitanie,,,,
12165,12330,12,76,MURET LE CHATEAU,MURET LE CHATEAU,Aveyron,Occitanie,,,,
12166,12600,12,76,MUROLS,MUROLS,Aveyron,Occitanie,,,,
12167,12270,12,76,NAJAC,NAJAC,Aveyron,Occitanie,,,,
12168,12230,12,76,NANT,NANT,Aveyron,Occitanie,,,,
12169,12800,12,76,NAUCELLE,NAUCELLE,Aveyron,Occitanie,,,,
12170,12700,12,76,NAUSSAC,NAUSSAC,Aveyron,Occitanie,,,,
12171,12330,12,76,NAUVIALE,NAUVIALE,Aveyron,Occitanie,,,,
12172,12190,12,76,LE NAYRAC,LE NAYRAC,Aveyron,Occitanie,,,,
12174,12510,12,76,OLEMPS,OLEMPS,Aveyron,Occitanie,,,,
12175,12260,12,76,OLS ET RINHODES,OLS ET RINHODES,Aveyron,Occitanie,,,,
12176,12000,12,76,ONET LE CHATEAU,ONET LE CHATEAU,Aveyron,Occitanie,,,,
12176,12850,12,76,ONET LE CHATEAU,ONET LE CHATEAU,Aveyron,Occitanie,,,,
12177,12310,12,76,PALMAS D AVEYRON,PALMAS D AVEYRON,Aveyron,Occitanie,,,,
12177,12340,12,76,PALMAS D AVEYRON,PALMAS D AVEYRON,Aveyron,Occitanie,,,,
12178,12520,12,76,PAULHE,PAULHE,Aveyron,Occitanie,,,,
12179,12360,12,76,PEUX ET COUFFOULEUX,PEUX ET COUFFOULEUX,Aveyron,Occitanie,,,,
12180,12720,12,76,PEYRELEAU,PEYRELEAU,Aveyron,Occitanie,,,,
12181,12220,12,76,PEYRUSSE LE ROC,PEYRUSSE LE ROC,Aveyron,Occitanie,,,,
12182,12130,12,76,PIERREFICHE,PIERREFICHE,Aveyron,Occitanie,,,,
12183,12550,12,76,PLAISANCE,PLAISANCE,Aveyron,Occitanie,,,,
12184,12130,12,76,POMAYROLS,POMAYROLS,Aveyron,Occitanie,,,,
12185,12290,12,76,PONT DE SALARS,PONT DE SALARS,Aveyron,Occitanie,,,,
12186,12380,12,76,POUSTHOMY,POUSTHOMY,Aveyron,Occitanie,,,,
12187,12470,12,76,PRADES D AUBRAC,PRADES D AUBRAC,Aveyron,Occitanie,,,,
12188,12290,12,76,PRADES SALARS,PRADES SALARS,Aveyron,Occitanie,,,,
12189,12240,12,76,PRADINAS,PRADINAS,Aveyron,Occitanie,,,,
12190,12350,12,76,PREVINQUIERES,PREVINQUIERES,Aveyron,Occitanie,,,,
12191,12350,12,76,PRIVEZAC,PRIVEZAC,Aveyron,Occitanie,,,,
12192,12370,12,76,MOUNES PROHENCOUX,MOUNES PROHENCOUX,Aveyron,Occitanie,,,,
12193,12320,12,76,PRUINES,PRUINES,Aveyron,Occitanie,,,,
12194,12800,12,76,QUINS,QUINS,Aveyron,Occitanie,,,,
12195,12400,12,76,REBOURGUIL,REBOURGUIL,Aveyron,Occitanie,,,,
12197,12170,12,76,REQUISTA,REQUISTA,Aveyron,Occitanie,,,,
12198,12240,12,76,RIEUPEYROUX,RIEUPEYROUX,Aveyron,Occitanie,,,,
12199,12390,12,76,RIGNAC,RIGNAC,Aveyron,Occitanie,,,,
12200,12640,12,76,RIVIERE SUR TARN,RIVIERE SUR TARN,Aveyron,Occitanie,,,,
12201,12340,12,76,RODELLE,RODELLE,Aveyron,Occitanie,,,,
12202,12000,12,76,RODEZ,RODEZ,Aveyron,Occitanie,,,,
12203,12250,12,76,ROQUEFORT SUR SOULZON,ROQUEFORT SUR SOULZON,Aveyron,Occitanie,,,,
12204,12100,12,76,LA ROQUE STE MARGUERITE,LA ROQUE STE MARGUERITE,Aveyron,Occitanie,,,,
12205,12200,12,76,LA ROUQUETTE,LA ROUQUETTE,Aveyron,Occitanie,,,,
12206,12220,12,76,ROUSSENNAC,ROUSSENNAC,Aveyron,Occitanie,,,,
12207,12120,12,76,RULLAC ST CIRQ,RULLAC ST CIRQ,Aveyron,Occitanie,,,,
12208,12400,12,76,ST AFFRIQUE,ST AFFRIQUE,Aveyron,Occitanie,,,,
12209,12460,12,76,ST AMANS DES COTS,ST AMANS DES COTS,Aveyron,Occitanie,,,,
12210,12270,12,76,ST ANDRE DE NAJAC,ST ANDRE DE NAJAC,Aveyron,Occitanie,,,,
12211,12720,12,76,ST ANDRE DE VEZINES,ST ANDRE DE VEZINES,Aveyron,Occitanie,,,,
12212,12540,12,76,ST BEAULIZE,ST BEAULIZE,Aveyron,Occitanie,,,,
12213,12620,12,76,ST BEAUZELY,ST BEAUZELY,Aveyron,Occitanie,,,,
12214,12470,12,76,ST CHELY D AUBRAC,ST CHELY D AUBRAC,Aveyron,Occitanie,,,,
12215,12330,12,76,ST CHRISTOPHE VALLON,ST CHRISTOPHE VALLON,Aveyron,Occitanie,,,,
12216,12500,12,76,ST COME D OLT,ST COME D OLT,Aveyron,Occitanie,,,,
12217,12260,12,76,STE CROIX,STE CROIX,Aveyron,Occitanie,,,,
