code_insee,code_postal,code_departement,code_region,nom_commune,nom_commune_complet,nom_departement,nom_region,latitude,longitude,population,superficie_km2
01001,01400,01,84,L ABERGEMENT CLEMENCIAT,L ABERGEMENT CLEMENCIAT,Ain,Auvergne-Rhône-Alpes,,,,
01002,01640,01,84,L ABERGEMENT DE VAREY,L ABERGEMENT DE VAREY,Ain,Auvergne-Rhône-Alpes,,,,
01004,01500,01,84,AMBERIEU EN BUGEY,AMBERIEU EN BUGEY,Ain,Auvergne-Rhône-Alpes,,,,
01005,01330,01,84,AMBERIEUX EN DOMBES,AMBERIEUX EN DOMBES,Ain,Auvergne-Rhône-Alpes,,,,
01006,01300,01,84,AMBLEON,AMBLEON,Ain,Auvergne-Rhône-Alpes,,,,
01007,01500,01,84,AMBRONAY,AMBRONAY,Ain,Auvergne-Rhône-Alpes,,,,
01008,01500,01,84,AMBUTRIX,AMBUTRIX,Ain,Auvergne-Rhône-Alpes,,,,
01009,01300,01,84,ANDERT ET CONDON,ANDERT ET CONDON,Ain,Auvergne-Rhône-Alpes,,,,
01010,01350,01,84,ANGLEFORT,ANGLEFORT,Ain,Auvergne-Rhône-Alpes,,,,
01011,01100,01,84,APREMONT,APREMONT,Ain,Auvergne-Rhône-Alpes,,,,
01012,01110,01,84,ARANC,ARANC,Ain,Auvergne-Rhône-Alpes,,,,
01013,01230,01,84,ARANDAS,ARANDAS,Ain,Auvergne-Rhône-Alpes,,,,
01014,01100,01,84,ARBENT,ARBENT,Ain,Auvergne-Rhône-Alpes,,,,
01015,01300,01,84,ARBOYS EN BUGEY,ARBOYS EN BUGEY,Ain,Auvergne-Rhône-Alpes,,,,
01016,01190,01,84,ARBIGNY,ARBIGNY,Ain,Auvergne-Rhône-Alpes,,,,
01017,01230,01,84,ARGIS,ARGIS,Ain,Auvergne-Rhône-Alpes,,,,
01019,01510,01,84,ARMIX,ARMIX,Ain,Auvergne-Rhône-Alpes,,,,
01021,01480,01,84,ARS SUR FORMANS,ARS SUR FORMANS,Ain,Auvergne-Rhône-Alpes,,,,
01022,01510,01,84,ARTEMARE,ARTEMARE,Ain,Auvergne-Rhône-Alpes,,,,
01023,01570,01,84,ASNIERES SUR SAONE,ASNIERES SUR SAONE,Ain,Auvergne-Rhône-Alpes,,,,
01024,01340,01,84,ATTIGNAT,ATTIGNAT,Ain,Auvergne-Rhône-Alpes,,,,
01025,01380,01,84,BAGE DOMMARTIN,BAGE DOMMARTIN,Ain,Auvergne-Rhône-Alpes,,,,
01026,01380,01,84,BAGE LE CHATEL,BAGE LE CHATEL,Ain,Auvergne-Rhône-Alpes,,,,
01027,01360,01,84,BALAN,BALAN,Ain,Auvergne-Rhône-Alpes,,,,
01028,01990,01,84,BANEINS,BANEINS,Ain,Auvergne-Rhône-Alpes,,,,
01029,01270,01,84,BEAUPONT,BEAUPONT,Ain,Auvergne-Rhône-Alpes,,,,
01030,01480,01,84,BEAUREGARD,BEAUREGARD,Ain,Auvergne-Rhône-Alpes,,,,
01031,01100,01,84,BELLIGNAT,BELLIGNAT,Ain,Auvergne-Rhône-Alpes,,,,
01032,01360,01,84,BELIGNEUX,BELIGNEUX,Ain,Auvergne-Rhône-Alpes,,,,
01033,01200,01,84,VALSERHONE,VALSERHONE,Ain,Auvergne-Rhône-Alpes,,,,
01034,01300,01,84,BELLEY,BELLEY,Ain,Auvergne-Rhône-Alpes,,,,
01035,01130,01,84,BELLEYDOUX,BELLEYDOUX,Ain,Auvergne-Rhône-Alpes,,,,
01036,01260,01,84,VALROMEY SUR SERAN,VALROMEY SUR SERAN,Ain,Auvergne-Rhône-Alpes,,,,
01037,01470,01,84,BENONCES,BENONCES,Ain,Auvergne-Rhône-Alpes,,,,
01038,01370,01,84,BENY,BENY,Ain,Auvergne-Rhône-Alpes,,,,
01040,01340,01,84,BEREZIAT,BEREZIAT,Ain,Auvergne-Rhône-Alpes,,,,
01041,01500,01,84,BETTANT,BETTANT,Ain,Auvergne-Rhône-Alpes,,,,
01042,01290,01,84,BEY,BEY,Ain,Auvergne-Rhône-Alpes,,,,
01043,01700,01,84,BEYNOST,BEYNOST,Ain,Auvergne-Rhône-Alpes,,,,
01044,01200,01,84,BILLIAT,BILLIAT,Ain,Auvergne-Rhône-Alpes,,,,
01045,01330,01,84,BIRIEUX,BIRIEUX,Ain,Auvergne-Rhône-Alpes,,,,
01046,01290,01,84,BIZIAT,BIZIAT,Ain,Auvergne-Rhône-Alpes,,,,
01047,01150,01,84,BLYES,BLYES,Ain,Auvergne-Rhône-Alpes,,,,
01049,01120,01,84,LA BOISSE,LA BOISSE,Ain,Auvergne-Rhône-Alpes,,,,
01050,01190,01,84,BOISSEY,BOISSEY,Ain,Auvergne-Rhône-Alpes,,,,
01050,01380,01,84,BOISSEY,BOISSEY,Ain,Auvergne-Rhône-Alpes,,,,
01051,01450,01,84,BOLOZON,BOLOZON,Ain,Auvergne-Rhône-Alpes,,,,
01052,01330,01,84,BOULIGNEUX,BOULIGNEUX,Ain,Auvergne-Rhône-Alpes,,,,
01053,01000,01,84,BOURG EN BRESSE,BOURG EN BRESSE,Ain,Auvergne-Rhône-Alpes,,,,
01054,01800,01,84,BOURG ST CHRISTOPHE,BOURG ST CHRISTOPHE,Ain,Auvergne-Rhône-Alpes,,,,
01056,01640,01,84,BOYEUX ST JEROME,BOYEUX ST JEROME,Ain,Auvergne-Rhône-Alpes,,,,
01057,01190,01,84,BOZ,BOZ,Ain,Auvergne-Rhône-Alpes,,,,
01058,01300,01,84,BREGNIER CORDON,BREGNIER CORDON,Ain,Auvergne-Rhône-Alpes,,,,
01060,01110,01,84,BRENOD,BRENOD,Ain,Auvergne-Rhône-Alpes,,,,
01061,01300,01,84,BRENS,BRENS,Ain,Auvergne-Rhône-Alpes,,,,
01062,01360,01,84,BRESSOLLES,BRESSOLLES,Ain,Auvergne-Rhône-Alpes,,,,
01063,01460,01,84,BRION,BRION,Ain,Auvergne-Rhône-Alpes,,,,
01064,01470,01,84,BRIORD,BRIORD,Ain,Auvergne-Rhône-Alpes,,,,
01065,01310,01,84,BUELLAS,BUELLAS,Ain,Auvergne-Rhône-Alpes,,,,
01066,01510,01,84,LA BURBANCHE,LA BURBANCHE,Ain,Auvergne-Rhône-Alpes,,,,
01067,01430,01,84,CEIGNES,CEIGNES,Ain,Auvergne-Rhône-Alpes,,,,
01068,01450,01,84,CERDON,CERDON,Ain,Auvergne-Rhône-Alpes,,,,
01069,01240,01,84,CERTINES,CERTINES,Ain,Auvergne-Rhône-Alpes,,,,
01071,01170,01,84,CESSY,CESSY,Ain,Auvergne-Rhône-Alpes,,,,
01072,01250,01,84,CEYZERIAT,CEYZERIAT,Ain,Auvergne-Rhône-Alpes,,,,
01073,01350,01,84,CEYZERIEU,CEYZERIEU,Ain,Auvergne-Rhône-Alpes,,,,
01074,01320,01,84,CHALAMONT,CHALAMONT,Ain,Auvergne-Rhône-Alpes,,,,
01075,01480,01,84,CHALEINS,CHALEINS,Ain,Auvergne-Rhône-Alpes,,,,
01076,01230,01,84,CHALEY,CHALEY,Ain,Auvergne-Rhône-Alpes,,,,
01077,01450,01,84,CHALLES LA MONTAGNE,CHALLES LA MONTAGNE,Ain,Auvergne-Rhône-Alpes,,,,
01078,01630,01,84,CHALLEX,CHALLEX,Ain,Auvergne-Rhône-Alpes,,,,
01079,01260,01,84,CHAMPAGNE EN VALROMEY,CHAMPAGNE EN VALROMEY,Ain,Auvergne-Rhône-Alpes,,,,
01080,01110,01,84,CHAMPDOR CORCELLES,CHAMPDOR CORCELLES,Ain,Auvergne-Rhône-Alpes,,,,
01081,01410,01,84,CHAMPFROMIER,CHAMPFROMIER,Ain,Auvergne-Rhône-Alpes,,,,
01082,01420,01,84,CHANAY,CHANAY,Ain,Auvergne-Rhône-Alpes,,,,
01083,01990,01,84,CHANEINS,CHANEINS,Ain,Auvergne-Rhône-Alpes,,,,
01084,01400,01,84,CHANOZ CHATENAY,CHANOZ CHATENAY,Ain,Auvergne-Rhône-Alpes,,,,
01085,01240,01,84,LA CHAPELLE DU CHATELARD,LA CHAPELLE DU CHATELARD,Ain,Auvergne-Rhône-Alpes,,,,
01087,01130,01,84,CHARIX,CHARIX,Ain,Auvergne-Rhône-Alpes,,,,
01088,01800,01,84,CHARNOZ SUR AIN,CHARNOZ SUR AIN,Ain,Auvergne-Rhône-Alpes,,,,
01089,01500,01,84,CHATEAU GAILLARD,CHATEAU GAILLARD,Ain,Auvergne-Rhône-Alpes,,,,
01090,01320,01,84,CHATENAY,CHATENAY,Ain,Auvergne-Rhône-Alpes,,,,
01092,01320,01,84,CHATILLON LA PALUD,CHATILLON LA PALUD,Ain,Auvergne-Rhône-Alpes,,,,
01093,01400,01,84,CHATILLON SUR CHALARONNE,CHATILLON SUR CHALARONNE,Ain,Auvergne-Rhône-Alpes,,,,
01094,01190,01,84,CHAVANNES SUR REYSSOUZE,CHAVANNES SUR REYSSOUZE,Ain,Auvergne-Rhône-Alpes,,,,
01095,01250,01,84,NIVIGNE ET SURAN,NIVIGNE ET SURAN,Ain,Auvergne-Rhône-Alpes,,,,
01096,01660,01,84,CHAVEYRIAT,CHAVEYRIAT,Ain,Auvergne-Rhône-Alpes,,,,
01098,01300,01,84,CHAZEY BONS,CHAZEY BONS,Ain,Auvergne-Rhône-Alpes,,,,
01098,01510,01,84,CHAZEY BONS,CHAZEY BONS,Ain,Auvergne-Rhône-Alpes,,,,
01099,01150,01,84,CHAZEY SUR AIN,CHAZEY SUR AIN,Ain,Auvergne-Rhône-Alpes,,,,
01100,01510,01,84,CHEIGNIEU LA BALME,CHEIGNIEU LA BALME,Ain,Auvergne-Rhône-Alpes,,,,
01101,01430,01,84,CHEVILLARD,CHEVILLARD,Ain,Auvergne-Rhône-Alpes,,,,
01102,01190,01,84,CHEVROUX,CHEVROUX,Ain,Auvergne-Rhône-Alpes,,,,
01103,01170,01,84,CHEVRY,CHEVRY,Ain,Auvergne-Rhône-Alpes,,,,
01104,01200,01,84,CHEZERY FORENS,CHEZERY FORENS,Ain,Auvergne-Rhône-Alpes,,,,
01104,01410,01,84,CHEZERY FORENS,CHEZERY FORENS,Ain,Auvergne-Rhône-Alpes,,,,
01105,01390,01,84,CIVRIEUX,CIVRIEUX,Ain,Auvergne-Rhône-Alpes,,,,
01106,01250,01,84,CIZE,CIZE,Ain,Auvergne-Rhône-Alpes,,,,
01107,01230,01,84,CLEYZIEU,CLEYZIEU,Ain,Auvergne-Rhône-Alpes,,,,
01108,01270,01,84,COLIGNY,COLIGNY,Ain,Auvergne-Rhône-Alpes,,,,
01109,01550,01,84,COLLONGES,COLLONGES,Ain,Auvergne-Rhône-Alpes,,,,
01110,01300,01,84,COLOMIEU,COLOMIEU,Ain,Auvergne-Rhône-Alpes,,,,
01111,01230,01,84,CONAND,CONAND,Ain,Auvergne-Rhône-Alpes,,,,
01112,01430,01,84,CONDAMINE,CONDAMINE,Ain,Auvergne-Rhône-Alpes,,,,
01113,01400,01,84,CONDEISSIAT,CONDEISSIAT,Ain,Auvergne-Rhône-Alpes,,,,
01114,01200,01,84,CONFORT,CONFORT,Ain,Auvergne-Rhône-Alpes,,,,
01115,01310,01,84,CONFRANCON,CONFRANCON,Ain,Auvergne-Rhône-Alpes,,,,
01116,01300,01,84,CONTREVOZ,CONTREVOZ,Ain,Auvergne-Rhône-Alpes,,,,
01117,01300,01,84,CONZIEU,CONZIEU,Ain,Auvergne-Rhône-Alpes,,,,
01118,01420,01,84,CORBONOD,CORBONOD,Ain,Auvergne-Rhône-Alpes,,,,
01121,01110,01,84,CORLIER,CORLIER,Ain,Auvergne-Rhône-Alpes,,,,
01123,01290,01,84,CORMORANCHE SUR SAONE,CORMORANCHE SUR SAONE,Ain,Auvergne-Rhône-Alpes,,,,
01124,01560,01,84,CORMOZ,CORMOZ,Ain,Auvergne-Rhône-Alpes,,,,
01125,01250,01,84,CORVEISSIAT,CORVEISSIAT,Ain,Auvergne-Rhône-Alpes,,,,
01127,01370,01,84,COURMANGOUX,COURMANGOUX,Ain,Auvergne-Rhône-Alpes,,,,
01128,01560,01,84,COURTES,COURTES,Ain,Auvergne-Rhône-Alpes,,,,
01129,01320,01,84,CRANS,CRANS,Ain,Auvergne-Rhône-Alpes,,,,
01130,01340,01,84,BRESSE VALLONS,BRESSE VALLONS,Ain,Auvergne-Rhône-Alpes,,,,
01133,01350,01,84,CRESSIN ROCHEFORT,CRESSIN ROCHEFORT,Ain,Auvergne-Rhône-Alpes,,,,
01134,01290,01,84,CROTTET,CROTTET,Ain,Auvergne-Rhône-Alpes,,,,
01134,01750,01,84,CROTTET,CROTTET,Ain,Auvergne-Rhône-Alpes,,,,
01135,01170,01,84,CROZET,CROZET,Ain,Auvergne-Rhône-Alpes,,,,
01136,01290,01,84,CRUZILLES LES MEPILLAT,CRUZILLES LES MEPILLAT,Ain,Auvergne-Rhône-Alpes,,,,
01138,01350,01,84,CULOZ BEON,CULOZ BEON,Ain,Auvergne-Rhône-Alpes,,,,
01139,01560,01,84,CURCIAT DONGALON,CURCIAT DONGALON,Ain,Auvergne-Rhône-Alpes,,,,
01140,01310,01,84,CURTAFOND,CURTAFOND,Ain,Auvergne-Rhône-Alpes,,,,
01141,01300,01,84,CUZIEU,CUZIEU,Ain,Auvergne-Rhône-Alpes,,,,
01142,01120,01,84,DAGNEUX,DAGNEUX,Ain,Auvergne-Rhône-Alpes,,,,
01143,01220,01,84,DIVONNE LES BAINS,DIVONNE LES BAINS,Ain,Auvergne-Rhône-Alpes,,,,
01145,01240,01,84,DOMPIERRE SUR VEYLE,DOMPIERRE SUR VEYLE,Ain,Auvergne-Rhône-Alpes,,,,
01146,01400,01,84,DOMPIERRE SUR CHALARONNE,DOMPIERRE SUR CHALARONNE,Ain,Auvergne-Rhône-Alpes,,,,
01147,01270,01,84,DOMSURE,DOMSURE,Ain,Auvergne-Rhône-Alpes,,,,
01148,01590,01,84,DORTAN,DORTAN,Ain,Auvergne-Rhône-Alpes,,,,
01149,01500,01,84,DOUVRES,DOUVRES,Ain,Auvergne-Rhône-Alpes,,,,
01150,01250,01,84,DROM,DROM,Ain,Auvergne-Rhône-Alpes,,,,
01151,01160,01,84,DRUILLAT,DRUILLAT,Ain,Auvergne-Rhône-Alpes,,,,
01152,01130,01,84,ECHALLON,ECHALLON,Ain,Auvergne-Rhône-Alpes,,,,
01153,01170,01,84,ECHENEVEX,ECHENEVEX,Ain,Auvergne-Rhône-Alpes,,,,
01155,01230,01,84,EVOSGES,EVOSGES,Ain,Auvergne-Rhône-Alpes,,,,
01156,01800,01,84,FARAMANS,FARAMANS,Ain,Auvergne-Rhône-Alpes,,,,
01157,01480,01,84,FAREINS,FAREINS,Ain,Auvergne-Rhône-Alpes,,,,
01158,01550,01,84,FARGES,FARGES,Ain,Auvergne-Rhône-Alpes,,,,
01159,01570,01,84,FEILLENS,FEILLENS,Ain,Auvergne-Rhône-Alpes,,,,
01160,01210,01,84,FERNEY VOLTAIRE,FERNEY VOLTAIRE,Ain,Auvergne-Rhône-Alpes,,,,
01162,01350,01,84,FLAXIEU,FLAXIEU,Ain,Auvergne-Rhône-Alpes,,,,
01163,01340,01,84,FOISSIAT,FOISSIAT,Ain,Auvergne-Rhône-Alpes,,,,
01165,01090,01,84,FRANCHELEINS,FRANCHELEINS,Ain,Auvergne-Rhône-Alpes,,,,
01166,01480,01,84,FRANS,FRANS,Ain,Auvergne-Rhône-Alpes,,,,
01167,01140,01,84,GARNERANS,GARNERANS,Ain,Auvergne-Rhône-Alpes,,,,
01169,01090,01,84,GENOUILLEUX,GENOUILLEUX,Ain,Auvergne-Rhône-Alpes,,,,
01170,01460,01,84,BEARD GEOVREISSIAT,BEARD GEOVREISSIAT,Ain,Auvergne-Rhône-Alpes,,,,
01171,01100,01,84,GEOVREISSET,GEOVREISSET,Ain,Auvergne-Rhône-Alpes,,,,
01173,01170,01,84,GEX,GEX,Ain,Auvergne-Rhône-Alpes,,,,
01174,01130,01,84,GIRON,GIRON,Ain,Auvergne-Rhône-Alpes,,,,
01175,01190,01,84,GORREVOD,GORREVOD,Ain,Auvergne-Rhône-Alpes,,,,
01177,01250,01,84,GRAND CORENT,GRAND CORENT,Ain,Auvergne-Rhône-Alpes,,,,
01179,01290,01,84,GRIEGES,GRIEGES,Ain,Auvergne-Rhône-Alpes,,,,
01180,01220,01,84,GRILLY,GRILLY,Ain,Auvergne-Rhône-Alpes,,,,
01181,01100,01,84,GROISSIAT,GROISSIAT,Ain,Auvergne-Rhône-Alpes,,,,
01183,01090,01,84,GUEREINS,GUEREINS,Ain,Auvergne-Rhône-Alpes,,,,
01184,01250,01,84,HAUTECOURT ROMANECHE,HAUTECOURT ROMANECHE,Ain,Auvergne-Rhône-Alpes,,,,
01185,01110,01,84,PLATEAU D HAUTEVILLE,PLATEAU D HAUTEVILLE,Ain,Auvergne-Rhône-Alpes,,,,
01187,01260,01,84,HAUT VALROMEY,HAUT VALROMEY,Ain,Auvergne-Rhône-Alpes,,,,
01188,01140,01,84,ILLIAT,ILLIAT,Ain,Auvergne-Rhône-Alpes,,,,
01189,01200,01,84,INJOUX GENISSIAT,INJOUX GENISSIAT,Ain,Auvergne-Rhône-Alpes,,,,
01190,01680,01,84,INNIMOND,INNIMOND,Ain,Auvergne-Rhône-Alpes,,,,
01191,01430,01,84,IZENAVE,IZENAVE,Ain,Auvergne-Rhône-Alpes,,,,
01192,01580,01,84,IZERNORE,IZERNORE,Ain,Auvergne-Rhône-Alpes,,,,
01193,01300,01,84,IZIEU,IZIEU,Ain,Auvergne-Rhône-Alpes,,,,
01194,01480,01,84,JASSANS RIOTTIER,JASSANS RIOTTIER,Ain,Auvergne-Rhône-Alpes,,,,
01195,01250,01,84,JASSERON,JASSERON,Ain,Auvergne-Rhône-Alpes,,,,
01196,01340,01,84,JAYAT,JAYAT,Ain,Auvergne-Rhône-Alpes,,,,
01197,01250,01,84,JOURNANS,JOURNANS,Ain,Auvergne-Rhône-Alpes,,,,
01198,01800,01,84,JOYEUX,JOYEUX,Ain,Auvergne-Rhône-Alpes,,,,
01199,01640,01,84,JUJURIEUX,JUJURIEUX,Ain,Auvergne-Rhône-Alpes,,,,
01200,01450,01,84,LABALME,LABALME,Ain,Auvergne-Rhône-Alpes,,,,
01202,01150,01,84,LAGNIEU,LAGNIEU,Ain,Auvergne-Rhône-Alpes,,,,
01203,01290,01,84,LAIZ,LAIZ,Ain,Auvergne-Rhône-Alpes,,,,
01204,01130,01,84,LE POIZAT LALLEYRIAT,LE POIZAT LALLEYRIAT,Ain,Auvergne-Rhône-Alpes,,,,
01206,01430,01,84,LANTENAY,LANTENAY,Ain,Auvergne-Rhône-Alpes,,,,
01207,01330,01,84,LAPEYROUSE,LAPEYROUSE,Ain,Auvergne-Rhône-Alpes,,,,
01208,01350,01,84,LAVOURS,LAVOURS,Ain,Auvergne-Rhône-Alpes,,,,
01209,01200,01,84,LEAZ,LEAZ,Ain,Auvergne-Rhône-Alpes,,,,
01210,01410,01,84,LELEX,LELEX,Ain,Auvergne-Rhône-Alpes,,,,
01211,01240,01,84,LENT,LENT,Ain,Auvergne-Rhône-Alpes,,,,
01212,01560,01,84,LESCHEROUX,LESCHEROUX,Ain,Auvergne-Rhône-Alpes,,,,
01213,01150,01,84,LEYMENT,LEYMENT,Ain,Auvergne-Rhône-Alpes,,,,
01214,01450,01,84,LEYSSARD,LEYSSARD,Ain,Auvergne-Rhône-Alpes,,,,
01215,01420,01,84,SURJOUX LHOPITAL,SURJOUX LHOPITAL,Ain,Auvergne-Rhône-Alpes,,,,
01216,01680,01,84,LHUIS,LHUIS,Ain,Auvergne-Rhône-Alpes,,,,
01219,01680,01,84,LOMPNAS,LOMPNAS,Ain,Auvergne-Rhône-Alpes,,,,
01224,01360,01,84,LOYETTES,LOYETTES,Ain,Auvergne-Rhône-Alpes,,,,
01225,01090,01,84,LURCY,LURCY,Ain,Auvergne-Rhône-Alpes,,,,
01227,01300,01,84,MAGNIEU,MAGNIEU,Ain,Auvergne-Rhône-Alpes,,,,
01228,01430,01,84,MAILLAT,MAILLAT,Ain,Auvergne-Rhône-Alpes,,,,
01229,01340,01,84,MALAFRETAZ,MALAFRETAZ,Ain,Auvergne-Rhône-Alpes,,,,
01230,01560,01,84,MANTENAY MONTLIN,MANTENAY MONTLIN,Ain,Auvergne-Rhône-Alpes,,,,
01231,01570,01,84,MANZIAT,MANZIAT,Ain,Auvergne-Rhône-Alpes,,,,
01232,01851,01,84,MARBOZ,MARBOZ,Ain,Auvergne-Rhône-Alpes,,,,
01233,01680,01,84,MARCHAMP,MARCHAMP,Ain,Auvergne-Rhône-Alpes,,,,
01234,01300,01,84,MARIGNIEU,MARIGNIEU,Ain,Auvergne-Rhône-Alpes,,,,
01235,01240,01,84,MARLIEUX,MARLIEUX,Ain,Auvergne-Rhône-Alpes,,,,
01236,01340,01,84,MARSONNAS,MARSONNAS,Ain,Auvergne-Rhône-Alpes,,,,
01237,01100,01,84,MARTIGNAT,MARTIGNAT,Ain,Auvergne-Rhône-Alpes,,,,
01238,01600,01,84,MASSIEUX,MASSIEUX,Ain,Auvergne-Rhône-Alpes,,,,
01239,01300,01,84,MASSIGNIEU DE RIVES,MASSIGNIEU DE RIVES,Ain,Auvergne-Rhône-Alpes,,,,
01240,01580,01,84,MATAFELON GRANGES,MATAFELON GRANGES,Ain,Auvergne-Rhône-Alpes,,,,
01241,01370,01,84,MEILLONNAS,MEILLONNAS,Ain,Auvergne-Rhône-Alpes,,,,
01242,01450,01,84,MERIGNAT,MERIGNAT,Ain,Auvergne-Rhône-Alpes,,,,
01243,01480,01,84,MESSIMY SUR SAONE,MESSIMY SUR SAONE,Ain,Auvergne-Rhône-Alpes,,,,
01244,01800,01,84,MEXIMIEUX,MEXIMIEUX,Ain,Auvergne-Rhône-Alpes,,,,
01245,01250,01,84,BOHAS MEYRIAT RIGNAT,BOHAS MEYRIAT RIGNAT,Ain,Auvergne-Rhône-Alpes,,,,
01246,01660,01,84,MEZERIAT,MEZERIAT,Ain,Auvergne-Rhône-Alpes,,,,
01247,01170,01,84,MIJOUX,MIJOUX,Ain,Auvergne-Rhône-Alpes,,,,
01247,01410,01,84,MIJOUX,MIJOUX,Ain,Auvergne-Rhône-Alpes,,,,
01248,01390,01,84,MIONNAY,MIONNAY,Ain,Auvergne-Rhône-Alpes,,,,
01249,01700,01,84,MIRIBEL,MIRIBEL,Ain,Auvergne-Rhône-Alpes,,,,
01250,01600,01,84,MISERIEUX,MISERIEUX,Ain,Auvergne-Rhône-Alpes,,,,
01252,01140,01,84,MOGNENEINS,MOGNENEINS,Ain,Auvergne-Rhône-Alpes,,,,
01254,01250,01,84,MONTAGNAT,MONTAGNAT,Ain,Auvergne-Rhône-Alpes,,,,
01255,01470,01,84,MONTAGNIEU,MONTAGNIEU,Ain,Auvergne-Rhône-Alpes,,,,
01257,01200,01,84,MONTANGES,MONTANGES,Ain,Auvergne-Rhône-Alpes,,,,
01258,01090,01,84,MONTCEAUX,MONTCEAUX,Ain,Auvergne-Rhône-Alpes,,,,
01259,01310,01,84,MONTCET,MONTCET,Ain,Auvergne-Rhône-Alpes,,,,
01260,01800,01,84,LE MONTELLIER,LE MONTELLIER,Ain,Auvergne-Rhône-Alpes,,,,
01261,01390,01,84,MONTHIEUX,MONTHIEUX,Ain,Auvergne-Rhône-Alpes,,,,
01262,01120,01,84,MONTLUEL,MONTLUEL,Ain,Auvergne-Rhône-Alpes,,,,
01263,01090,01,84,MONTMERLE SUR SAONE,MONTMERLE SUR SAONE,Ain,Auvergne-Rhône-Alpes,,,,
01264,01310,01,84,MONTRACOL,MONTRACOL,Ain,Auvergne-Rhône-Alpes,,,,
01265,01460,01,84,MONTREAL LA CLUSE,MONTREAL LA CLUSE,Ain,Auvergne-Rhône-Alpes,,,,
01266,01340,01,84,MONTREVEL EN BRESSE,MONTREVEL EN BRESSE,Ain,Auvergne-Rhône-Alpes,,,,
01267,01460,01,84,NURIEUX VOLOGNAT,NURIEUX VOLOGNAT,Ain,Auvergne-Rhône-Alpes,,,,
01268,01300,01,84,MURS ET GELIGNIEUX,MURS ET GELIGNIEUX,Ain,Auvergne-Rhône-Alpes,,,,
01269,01130,01,84,NANTUA,NANTUA,Ain,Auvergne-Rhône-Alpes,,,,
01269,01460,01,84,NANTUA,NANTUA,Ain,Auvergne-Rhône-Alpes,,,,
01272,01400,01,84,NEUVILLE LES DAMES,NEUVILLE LES DAMES,Ain,Auvergne-Rhône-Alpes,,,,
01273,01160,01,84,NEUVILLE SUR AIN,NEUVILLE SUR AIN,Ain,Auvergne-Rhône-Alpes,,,,
01274,01130,01,84,LES NEYROLLES,LES NEYROLLES,Ain,Auvergne-Rhône-Alpes,,,,
01275,01700,01,84,NEYRON,NEYRON,Ain,Auvergne-Rhône-Alpes,,,,
01276,01120,01,84,NIEVROZ,NIEVROZ,Ain,Auvergne-Rhône-Alpes,,,,
01277,01230,01,84,NIVOLLET MONTGRIFFON,NIVOLLET MONTGRIFFON,Ain,Auvergne-Rhône-Alpes,,,,
01279,01230,01,84,ONCIEU,ONCIEU,Ain,Auvergne-Rhône-Alpes,,,,
01280,01510,01,84,ORDONNAZ,ORDONNAZ,Ain,Auvergne-Rhône-Alpes,,,,
01281,01210,01,84,ORNEX,ORNEX,Ain,Auvergne-Rhône-Alpes,,,,
01282,01430,01,84,OUTRIAZ,OUTRIAZ,Ain,Auvergne-Rhône-Alpes,,,,
01283,01100,01,84,OYONNAX,OYONNAX,Ain,Auvergne-Rhône-Alpes,,,,
01284,01190,01,84,OZAN,OZAN,Ain,Auvergne-Rhône-Alpes,,,,
01285,01600,01,84,PARCIEUX,PARCIEUX,Ain,Auvergne-Rhône-Alpes,,,,
01286,01300,01,84,PARVES ET NATTAGES,PARVES ET NATTAGES,Ain,Auvergne-Rhône-Alpes,,,,
01288,01630,01,84,PERON,PERON,Ain,Auvergne-Rhône-Alpes,,,,
01289,01960,01,84,PERONNAS,PERONNAS,Ain,Auvergne-Rhône-Alpes,,,,
01290,01800,01,84,PEROUGES,PEROUGES,Ain,Auvergne-Rhône-Alpes,,,,
01291,01540,01,84,PERREX,PERREX,Ain,Auvergne-Rhône-Alpes,,,,
01293,01430,01,84,PEYRIAT,PEYRIAT,Ain,Auvergne-Rhône-Alpes,,,,
01294,01300,01,84,PEYRIEU,PEYRIEU,Ain,Auvergne-Rhône-Alpes,,,,
01295,01140,01,84,PEYZIEUX SUR SAONE,PEYZIEUX SUR SAONE,Ain,Auvergne-Rhône-Alpes,,,,
01296,01270,01,84,PIRAJOUX,PIRAJOUX,Ain,Auvergne-Rhône-Alpes,,,,
01297,01120,01,84,PIZAY,PIZAY,Ain,Auvergne-Rhône-Alpes,,,,
01298,01130,01,84,PLAGNE,PLAGNE,Ain,Auvergne-Rhône-Alpes,,,,
01299,01330,01,84,LE PLANTAY,LE PLANTAY,Ain,Auvergne-Rhône-Alpes,,,,
01301,01310,01,84,POLLIAT,POLLIAT,Ain,Auvergne-Rhône-Alpes,,,,
01302,01350,01,84,POLLIEU,POLLIEU,Ain,Auvergne-Rhône-Alpes,,,,
01303,01450,01,84,PONCIN,PONCIN,Ain,Auvergne-Rhône-Alpes,,,,
01304,01160,01,84,PONT D AIN,PONT D AIN,Ain,Auvergne-Rhône-Alpes,,,,
01305,01190,01,84,PONT DE VAUX,PONT DE VAUX,Ain,Auvergne-Rhône-Alpes,,,,
01306,01290,01,84,PONT DE VEYLE,PONT DE VEYLE,Ain,Auvergne-Rhône-Alpes,,,,
01307,01460,01,84,PORT,PORT,Ain,Auvergne-Rhône-Alpes,,,,
01308,01550,01,84,POUGNY,POUGNY,Ain,Auvergne-Rhône-Alpes,,,,
